Language,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
2,103,97,109,111,115,101,112,97,108,111,117,115,0,0,0,0,0,0,0,0
2,110,97,114,99,101,105,110,101,115,0,0,0,0,0,0,0,0,0,0,0
2,99,117,99,107,111,108,100,105,115,101,115,0,0,0,0,0,0,0,0,0
2,103,105,114,108,105,115,104,0,0,0,0,0,0,0,0,0,0,0,0,0
2,115,101,114,109,111,110,105,110,103,115,0,0,0,0,0,0,0,0,0,0
2,101,120,99,117,114,115,105,118,101,108,121,0,0,0,0,0,0,0,0,0
2,101,109,117,108,115,105,102,105,99,97,116,105,111,110,0,0,0,0,0,0
2,117,112,115,111,97,114,105,110,103,0,0,0,0,0,0,0,0,0,0,0
2,103,111,110,111,99,111,99,99,105,0,0,0,0,0,0,0,0,0,0,0
2,113,117,97,102,102,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,116,114,105,99,114,111,116,111,117,115,0,0,0,0,0,0,0,0,0,0
2,112,115,121,99,104,101,100,101,108,105,97,115,0,0,0,0,0,0,0,0
2,119,104,105,116,101,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,109,121,108,111,104,121,111,105,100,115,0,0,0,0,0,0,0,0,0,0
2,108,97,100,108,101,102,117,108,0,0,0,0,0,0,0,0,0,0,0,0
2,99,97,98,108,101,114,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2,103,101,108,97,116,105,110,105,122,97,116,105,111,110,0,0,0,0,0,0
2,100,101,103,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,99,111,111,108,116,104,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2,99,97,110,101,115,99,101,110,116,0,0,0,0,0,0,0,0,0,0,0
2,115,110,97,107,101,112,105,116,0,0,0,0,0,0,0,0,0,0,0,0
2,99,111,110,116,105,110,101,110,116,97,108,105,115,109,0,0,0,0,0,0
2,115,116,97,103,101,114,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2,99,108,105,110,103,102,105,108,109,115,0,0,0,0,0,0,0,0,0,0
2,97,110,116,105,115,112,101,99,117,108,97,116,105,118,101,0,0,0,0,0
2,108,101,118,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,112,121,114,101,120,105,97,108,0,0,0,0,0,0,0,0,0,0,0,0
2,102,111,114,101,98,105,116,116,101,114,0,0,0,0,0,0,0,0,0,0
2,98,114,111,109,105,115,105,110,103,0,0,0,0,0,0,0,0,0,0,0
2,115,99,114,117,110,116,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2,114,111,115,116,114,97,108,0,0,0,0,0,0,0,0,0,0,0,0,0
2,99,121,109,97,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,109,97,110,116,114,97,109,115,0,0,0,0,0,0,0,0,0,0,0,0
2,105,110,100,105,118,101,114,116,105,98,108,101,0,0,0,0,0,0,0,0
2,111,99,101,97,110,111,103,114,97,112,104,105,99,0,0,0,0,0,0,0
2,109,97,116,122,97,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,99,121,97,110,105,116,105,99,0,0,0,0,0,0,0,0,0,0,0,0
2,109,101,99,104,97,110,105,99,0,0,0,0,0,0,0,0,0,0,0,0
2,97,103,101,108,101,115,115,110,101,115,115,101,115,0,0,0,0,0,0,0
2,114,101,102,108,101,99,116,105,118,105,116,105,101,115,0,0,0,0,0,0
2,112,101,110,116,97,116,111,109,105,99,0,0,0,0,0,0,0,0,0,0
2,99,111,104,111,115,116,105,110,103,0,0,0,0,0,0,0,0,0,0,0
2,109,97,114,103,105,110,97,108,105,122,101,0,0,0,0,0,0,0,0,0
2,109,97,114,98,108,101,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2,114,101,112,114,101,115,115,105,98,105,108,105,116,121,0,0,0,0,0,0
2,115,112,104,97,105,114,101,101,115,0,0,0,0,0,0,0,0,0,0,0
2,103,111,97,116,115,117,99,107,101,114,115,0,0,0,0,0,0,0,0,0
2,111,117,116,98,114,101,101,100,115,0,0,0,0,0,0,0,0,0,0,0
2,101,108,101,99,116,114,111,99,104,101,109,105,115,116,114,121,0,0,0,0
2,102,108,111,99,107,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,104,97,108,108,111,121,115,105,116,101,0,0,0,0,0,0,0,0,0,0
2,97,99,99,117,114,97,99,121,0,0,0,0,0,0,0,0,0,0,0,0
2,100,114,97,103,103,108,101,100,0,0,0,0,0,0,0,0,0,0,0,0
2,115,121,114,105,110,103,111,109,121,101,108,105,97,0,0,0,0,0,0,0
2,99,111,112,114,111,108,105,116,104,0,0,0,0,0,0,0,0,0,0,0
2,119,104,101,114,101,102,111,114,0,0,0,0,0,0,0,0,0,0,0,0
2,99,111,114,98,97,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,112,115,101,117,100,111,99,108,97,115,115,105,99,115,0,0,0,0,0,0
2,97,122,97,116,104,105,111,112,114,105,110,101,0,0,0,0,0,0,0,0
2,99,111,117,110,116,101,114,101,115,112,105,111,110,97,103,101,115,0,0,0
2,114,111,116,105,110,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,101,102,117,122,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,118,97,99,97,116,105,111,110,0,0,0,0,0,0,0,0,0,0,0,0
2,109,101,115,115,109,101,110,0,0,0,0,0,0,0,0,0,0,0,0,0
2,104,111,111,102,112,114,105,110,116,0,0,0,0,0,0,0,0,0,0,0
2,114,101,106,101,99,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,115,116,114,111,112,104,111,105,100,115,0,0,0,0,0,0,0,0,0,0
2,104,97,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,102,108,97,109,109,101,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2,111,99,116,97,115,116,114,111,112,104,105,99,0,0,0,0,0,0,0,0
2,101,110,116,111,122,111,97,110,0,0,0,0,0,0,0,0,0,0,0,0
2,109,105,99,114,111,115,101,105,115,109,105,99,0,0,0,0,0,0,0,0
2,114,101,115,111,97,107,105,110,103,0,0,0,0,0,0,0,0,0,0,0
2,99,104,117,99,107,101,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2,110,111,114,116,104,119,97,114,100,0,0,0,0,0,0,0,0,0,0,0
2,99,104,97,118,105,115,104,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,105,115,104,97,98,108,101,115,0,0,0,0,0,0,0,0,0,0,0
2,109,101,116,97,99,101,110,116,114,105,99,0,0,0,0,0,0,0,0,0
2,122,111,111,112,104,111,98,101,115,0,0,0,0,0,0,0,0,0,0,0
2,102,105,111,114,105,110,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2,109,110,101,109,111,110,105,115,116,115,0,0,0,0,0,0,0,0,0,0
2,103,105,118,101,110,110,101,115,115,101,115,0,0,0,0,0,0,0,0,0
2,109,111,108,121,98,100,101,110,117,109,115,0,0,0,0,0,0,0,0,0
2,103,114,97,121,119,97,116,101,114,115,0,0,0,0,0,0,0,0,0,0
2,104,97,101,109,97,116,105,110,105,99,0,0,0,0,0,0,0,0,0,0
2,115,105,97,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,111,111,98,114,105,101,115,0,0,0,0,0,0,0,0,0,0,0,0
2,105,110,116,105,109,105,116,121,0,0,0,0,0,0,0,0,0,0,0,0
2,114,111,115,105,101,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,114,105,110,103,105,110,103,108,121,0,0,0,0,0,0,0,0,0,0,0
2,116,105,110,109,101,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,111,111,99,121,115,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,109,97,110,105,102,101,115,116,101,114,0,0,0,0,0,0,0,0,0,0
2,98,111,107,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,112,116,121,97,108,105,122,101,115,0,0,0,0,0,0,0,0,0,0,0
2,99,97,116,104,101,116,101,114,105,115,105,110,103,0,0,0,0,0,0,0
2,105,110,102,117,114,105,97,116,101,115,0,0,0,0,0,0,0,0,0,0
2,105,109,98,105,122,111,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2,114,101,99,117,114,114,101,110,116,108,121,0,0,0,0,0,0,0,0,0
2,110,111,110,99,111,110,102,105,100,101,110,99,101,115,0,0,0,0,0,0
2,103,114,101,101,110,119,105,110,103,115,0,0,0,0,0,0,0,0,0,0
2,109,111,111,114,97,103,101,115,0,0,0,0,0,0,0,0,0,0,0,0
2,116,105,99,107,108,101,114,115,0,0,0,0,0,0,0,0,0,0,0,0
2,101,120,99,97,114,110,97,116,105,111,110,115,0,0,0,0,0,0,0,0
2,100,105,97,103,111,110,97,108,105,115,101,0,0,0,0,0,0,0,0,0
2,98,97,100,103,105,110,103,0,0,0,0,0,0,0,0,0,0,0,0,0
2,109,111,110,101,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,111,99,104,109,105,97,99,97,108,0,0,0,0,0,0,0,0,0,0
2,112,114,101,119,111,114,107,115,0,0,0,0,0,0,0,0,0,0,0,0
2,117,112,98,101,97,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,105,109,112,114,97,99,116,105,99,97,98,105,108,105,116,105,101,115,0,0
2,98,101,101,98,101,101,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2,99,97,114,100,98,111,97,114,100,115,0,0,0,0,0,0,0,0,0,0
2,100,104,97,108,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,115,121,110,101,99,100,111,99,104,105,99,97,108,108,121,0,0,0,0,0
2,112,114,101,115,116,97,116,105,111,110,0,0,0,0,0,0,0,0,0,0
2,100,101,109,97,103,110,101,116,105,122,101,0,0,0,0,0,0,0,0,0
2,114,101,99,97,108,108,101,100,0,0,0,0,0,0,0,0,0,0,0,0
2,108,97,100,108,101,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,112,114,101,102,105,110,97,110,99,101,0,0,0,0,0,0,0,0,0,0
2,111,103,97,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,116,97,109,97,114,105,110,0,0,0,0,0,0,0,0,0,0,0,0,0
2,112,104,111,115,112,104,117,114,101,116,115,0,0,0,0,0,0,0,0,0
2,115,107,121,108,105,103,104,116,0,0,0,0,0,0,0,0,0,0,0,0
2,115,117,99,99,105,110,99,116,108,121,0,0,0,0,0,0,0,0,0,0
2,115,107,101,101,116,101,114,115,0,0,0,0,0,0,0,0,0,0,0,0
2,99,111,108,108,111,113,117,105,97,108,0,0,0,0,0,0,0,0,0,0
2,115,104,101,97,118,101,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2,116,114,105,110,105,115,99,111,112,101,0,0,0,0,0,0,0,0,0,0
2,99,104,101,114,105,109,111,121,101,114,115,0,0,0,0,0,0,0,0,0
2,112,101,110,105,110,115,117,108,97,116,105,110,103,0,0,0,0,0,0,0
2,114,101,109,97,110,101,110,99,101,0,0,0,0,0,0,0,0,0,0,0
2,99,104,97,110,103,101,102,117,108,108,121,0,0,0,0,0,0,0,0,0
2,102,105,110,103,101,114,112,105,99,107,115,0,0,0,0,0,0,0,0,0
2,100,101,115,112,97,116,99,104,101,115,0,0,0,0,0,0,0,0,0,0
2,116,97,99,104,121,103,114,97,112,104,101,114,115,0,0,0,0,0,0,0
2,100,101,115,105,103,110,97,116,111,114,0,0,0,0,0,0,0,0,0,0
2,116,101,110,100,101,114,111,109,101,116,101,114,0,0,0,0,0,0,0,0
2,104,105,101,114,111,109,97,110,99,121,0,0,0,0,0,0,0,0,0,0
2,103,105,108,99,117,112,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2,112,97,117,108,100,114,111,110,0,0,0,0,0,0,0,0,0,0,0,0
2,104,101,116,101,114,97,117,120,101,115,101,115,0,0,0,0,0,0,0,0
2,97,110,116,108,105,107,101,0,0,0,0,0,0,0,0,0,0,0,0,0
2,104,117,115,119,105,102,101,0,0,0,0,0,0,0,0,0,0,0,0,0
2,102,97,114,109,108,97,110,100,115,0,0,0,0,0,0,0,0,0,0,0
2,101,109,111,116,105,118,101,110,101,115,115,0,0,0,0,0,0,0,0,0
2,99,104,105,99,107,101,101,115,0,0,0,0,0,0,0,0,0,0,0,0
2,98,101,110,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,108,111,112,104,111,98,114,97,110,99,104,105,97,116,101,0,0,0,0,0
2,107,105,110,101,116,111,103,114,97,112,104,115,0,0,0,0,0,0,0,0
2,118,101,114,98,97,108,105,115,116,115,0,0,0,0,0,0,0,0,0,0
2,115,117,112,101,114,102,108,117,111,117,115,0,0,0,0,0,0,0,0,0
2,97,114,105,100,110,101,115,115,0,0,0,0,0,0,0,0,0,0,0,0
2,117,108,116,114,97,100,105,115,116,97,110,116,0,0,0,0,0,0,0,0
2,116,114,101,97,115,117,114,105,101,115,0,0,0,0,0,0,0,0,0,0
2,99,104,111,111,115,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,99,111,108,105,99,105,110,115,0,0,0,0,0,0,0,0,0,0,0,0
2,112,97,116,116,101,114,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2,101,109,112,97,110,101,108,108,105,110,103,0,0,0,0,0,0,0,0,0
2,99,111,110,110,101,99,116,105,111,110,0,0,0,0,0,0,0,0,0,0
2,99,104,101,109,111,114,101,99,101,112,116,111,114,0,0,0,0,0,0,0
2,115,113,117,105,114,116,101,100,0,0,0,0,0,0,0,0,0,0,0,0
2,116,97,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,107,105,110,116,108,101,100,103,101,115,0,0,0,0,0,0,0,0,0,0
2,97,108,108,104,101,97,108,115,0,0,0,0,0,0,0,0,0,0,0,0
2,112,117,122,122,108,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,111,122,111,110,105,115,97,116,105,111,110,115,0,0,0,0,0,0,0,0
2,117,110,97,110,115,119,101,114,97,98,108,121,0,0,0,0,0,0,0,0
2,104,101,108,105,99,97,115,101,115,0,0,0,0,0,0,0,0,0,0,0
2,109,97,110,114,111,112,101,0,0,0,0,0,0,0,0,0,0,0,0,0
2,116,97,105,108,101,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,105,97,115,116,97,116,105,99,0,0,0,0,0,0,0,0,0,0,0
2,115,112,108,105,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,98,108,97,115,116,111,99,111,101,108,101,0,0,0,0,0,0,0,0,0
2,117,110,99,111,110,106,117,103,97,108,0,0,0,0,0,0,0,0,0,0
2,120,101,110,111,108,105,116,104,105,99,0,0,0,0,0,0,0,0,0,0
2,112,97,110,116,111,109,105,109,105,110,103,0,0,0,0,0,0,0,0,0
2,99,104,105,112,112,105,110,101,115,115,101,115,0,0,0,0,0,0,0,0
2,111,118,101,114,115,117,112,112,108,105,101,100,0,0,0,0,0,0,0,0
2,112,114,111,116,114,117,100,101,100,0,0,0,0,0,0,0,0,0,0,0
2,115,117,98,108,105,109,97,116,101,115,0,0,0,0,0,0,0,0,0,0
2,109,101,116,97,108,108,117,114,103,105,99,0,0,0,0,0,0,0,0,0
2,110,105,116,112,105,99,107,101,114,115,0,0,0,0,0,0,0,0,0,0
2,112,114,101,115,101,114,118,101,0,0,0,0,0,0,0,0,0,0,0,0
2,100,111,110,122,101,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,116,117,114,98,111,99,97,114,0,0,0,0,0,0,0,0,0,0,0,0
2,103,97,112,108,101,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2,105,110,102,101,114,105,97,101,0,0,0,0,0,0,0,0,0,0,0,0
2,101,120,99,101,115,115,105,118,101,110,101,115,115,0,0,0,0,0,0,0
2,103,117,110,104,111,117,115,101,0,0,0,0,0,0,0,0,0,0,0,0
2,100,105,115,112,101,108,108,105,110,103,0,0,0,0,0,0,0,0,0,0
2,99,104,114,111,110,111,110,115,0,0,0,0,0,0,0,0,0,0,0,0
2,102,108,117,101,110,116,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2,115,117,112,101,114,103,108,117,105,110,103,0,0,0,0,0,0,0,0,0
2,100,105,99,105,101,115,116,0,0,0,0,0,0,0,0,0,0,0,0,0
2,115,105,109,105,108,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,101,115,101,101,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,109,101,110,115,117,114,97,98,108,101,0,0,0,0,0,0,0,0,0,0
2,112,114,101,97,109,98,117,108,97,116,111,114,121,0,0,0,0,0,0,0
2,98,97,100,110,101,115,115,101,115,0,0,0,0,0,0,0,0,0,0,0
2,103,108,117,109,101,108,108,97,115,0,0,0,0,0,0,0,0,0,0,0
2,115,97,110,110,111,112,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2,101,117,112,104,117,105,115,116,115,0,0,0,0,0,0,0,0,0,0,0
2,114,97,100,105,111,116,101,108,101,112,104,111,110,101,115,0,0,0,0,0
2,116,101,110,101,98,114,105,111,117,115,0,0,0,0,0,0,0,0,0,0
2,115,101,99,117,114,101,108,121,0,0,0,0,0,0,0,0,0,0,0,0
2,98,101,104,97,118,105,111,117,114,105,115,116,0,0,0,0,0,0,0,0
2,116,114,97,115,104,105,110,103,0,0,0,0,0,0,0,0,0,0,0,0
2,104,101,97,108,116,104,105,101,114,0,0,0,0,0,0,0,0,0,0,0
2,122,105,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,114,117,115,105,101,115,116,0,0,0,0,0,0,0,0,0,0,0,0
2,98,101,97,99,104,105,101,114,0,0,0,0,0,0,0,0,0,0,0,0
2,117,110,119,97,114,110,101,100,0,0,0,0,0,0,0,0,0,0,0,0
2,100,117,109,98,104,101,97,100,115,0,0,0,0,0,0,0,0,0,0,0
2,107,97,105,122,101,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,116,114,101,115,115,105,110,103,0,0,0,0,0,0,0,0,0,0,0,0
2,122,111,100,105,97,99,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2,115,112,97,114,116,105,110,97,0,0,0,0,0,0,0,0,0,0,0,0
2,104,121,112,101,114,112,111,108,97,114,105,122,97,116,105,111,110,115,0,0
2,104,97,108,108,117,99,105,110,97,116,105,111,110,115,0,0,0,0,0,0
2,115,97,108,116,101,114,110,115,0,0,0,0,0,0,0,0,0,0,0,0
2,97,114,103,97,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,116,97,99,104,121,103,114,97,112,104,101,114,0,0,0,0,0,0,0,0
2,114,111,117,116,105,110,101,115,0,0,0,0,0,0,0,0,0,0,0,0
2,113,117,105,103,104,116,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2,97,109,98,97,103,101,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2,98,97,115,116,97,114,100,105,122,101,115,0,0,0,0,0,0,0,0,0
2,99,111,109,98,105,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,115,97,112,112,105,110,101,115,115,0,0,0,0,0,0,0,0,0,0,0
2,104,121,112,111,99,104,111,110,100,114,105,97,115,109,0,0,0,0,0,0
2,117,110,103,117,101,110,116,97,114,105,97,0,0,0,0,0,0,0,0,0
2,114,101,118,105,110,100,105,99,97,116,101,0,0,0,0,0,0,0,0,0
2,112,114,101,109,101,100,105,99,97,108,108,121,0,0,0,0,0,0,0,0
2,102,97,110,116,97,115,105,115,101,100,0,0,0,0,0,0,0,0,0,0
2,116,104,114,111,109,98,111,107,105,110,97,115,101,0,0,0,0,0,0,0
2,100,105,97,116,111,109,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2,110,111,110,97,108,117,109,105,110,117,109,0,0,0,0,0,0,0,0,0
2,103,114,105,112,112,101,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2,115,109,97,114,97,103,100,105,116,101,115,0,0,0,0,0,0,0,0,0
2,112,111,115,116,102,114,97,99,116,117,114,101,0,0,0,0,0,0,0,0
2,97,100,109,111,110,105,115,104,0,0,0,0,0,0,0,0,0,0,0,0
2,112,114,101,99,111,109,112,111,115,101,0,0,0,0,0,0,0,0,0,0
2,98,117,115,107,101,114,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2,105,110,118,97,114,105,97,98,105,108,105,116,105,101,115,0,0,0,0,0
2,111,108,105,103,111,99,104,114,111,109,101,0,0,0,0,0,0,0,0,0
2,116,114,97,110,115,102,117,115,105,111,110,97,108,0,0,0,0,0,0,0
2,111,117,116,115,116,117,100,105,101,100,0,0,0,0,0,0,0,0,0,0
2,100,105,117,114,110,97,108,0,0,0,0,0,0,0,0,0,0,0,0,0
2,112,114,101,114,105,110,115,105,110,103,0,0,0,0,0,0,0,0,0,0
2,104,105,110,100,101,114,108,97,110,100,115,0,0,0,0,0,0,0,0,0
2,112,111,116,104,111,117,115,101,0,0,0,0,0,0,0,0,0,0,0,0
2,116,114,97,110,113,117,105,108,105,115,105,110,103,108,121,0,0,0,0,0
2,112,114,111,112,105,116,105,111,117,115,108,121,0,0,0,0,0,0,0,0
2,115,117,112,101,114,118,105,114,105,108,101,0,0,0,0,0,0,0,0,0
2,114,101,115,105,116,116,105,110,103,115,0,0,0,0,0,0,0,0,0,0
2,100,119,97,114,102,105,115,104,110,101,115,115,101,115,0,0,0,0,0,0
2,116,111,112,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,102,105,116,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,115,105,109,112,108,101,115,115,101,115,0,0,0,0,0,0,0,0,0,0
2,118,101,110,100,111,114,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2,116,104,105,111,112,104,101,110,115,0,0,0,0,0,0,0,0,0,0,0
2,117,110,115,105,122,101,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2,98,114,101,115,97,111,108,97,115,0,0,0,0,0,0,0,0,0,0,0
2,99,111,117,114,108,97,110,0,0,0,0,0,0,0,0,0,0,0,0,0
2,105,114,114,117,112,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,99,104,97,114,105,101,114,0,0,0,0,0,0,0,0,0,0,0,0,0
2,117,110,100,101,114,102,105,115,104,101,100,0,0,0,0,0,0,0,0,0
2,98,101,103,111,101,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,112,111,108,121,112,101,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2,97,117,100,105,111,112,104,105,108,101,115,0,0,0,0,0,0,0,0,0
2,116,101,108,101,112,111,114,116,105,110,103,0,0,0,0,0,0,0,0,0
2,99,121,112,115,101,108,97,101,0,0,0,0,0,0,0,0,0,0,0,0
2,100,105,100,105,99,111,121,115,0,0,0,0,0,0,0,0,0,0,0,0
2,97,108,111,99,97,115,105,97,115,0,0,0,0,0,0,0,0,0,0,0
2,114,101,115,105,116,117,97,116,101,0,0,0,0,0,0,0,0,0,0,0
2,115,112,97,114,101,108,121,0,0,0,0,0,0,0,0,0,0,0,0,0
2,102,111,111,116,109,117,102,102,115,0,0,0,0,0,0,0,0,0,0,0
2,98,111,117,110,99,105,110,103,108,121,0,0,0,0,0,0,0,0,0,0
2,116,114,97,99,107,108,97,121,101,114,0,0,0,0,0,0,0,0,0,0
2,99,101,108,108,117,108,105,116,101,0,0,0,0,0,0,0,0,0,0,0
2,105,109,112,97,115,116,111,0,0,0,0,0,0,0,0,0,0,0,0,0
2,115,97,108,105,109,101,116,114,121,0,0,0,0,0,0,0,0,0,0,0
2,115,119,111,117,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,105,115,99,111,101,114,115,0,0,0,0,0,0,0,0,0,0,0,0
2,109,111,110,111,112,104,116,104,111,110,103,0,0,0,0,0,0,0,0,0
2,113,117,105,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,112,117,108,97,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,102,114,101,115,104,101,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2,101,120,99,111,114,116,105,99,97,116,101,115,0,0,0,0,0,0,0,0
2,98,97,108,108,101,116,111,109,97,110,105,97,0,0,0,0,0,0,0,0
2,112,114,101,115,115,105,110,103,110,101,115,115,0,0,0,0,0,0,0,0
2,100,101,102,101,110,115,105,98,105,108,105,116,105,101,115,0,0,0,0,0
2,110,111,110,114,101,97,100,105,110,103,0,0,0,0,0,0,0,0,0,0
2,119,111,111,108,115,107,105,110,115,0,0,0,0,0,0,0,0,0,0,0
2,102,108,105,99,107,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,101,116,97,115,115,101,108,108,101,100,0,0,0,0,0,0,0,0,0
2,110,101,117,114,111,116,105,99,97,108,108,121,0,0,0,0,0,0,0,0
2,101,109,101,114,97,108,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,101,108,101,116,101,114,105,111,117,115,0,0,0,0,0,0,0,0,0
2,119,104,105,116,116,101,114,105,110,103,0,0,0,0,0,0,0,0,0,0
2,115,111,108,101,110,111,105,100,0,0,0,0,0,0,0,0,0,0,0,0
2,105,110,111,99,117,108,97,116,101,115,0,0,0,0,0,0,0,0,0,0
2,116,104,111,114,110,104,101,100,103,101,0,0,0,0,0,0,0,0,0,0
2,115,116,114,101,115,115,108,101,115,115,0,0,0,0,0,0,0,0,0,0
2,99,111,112,121,98,111,121,0,0,0,0,0,0,0,0,0,0,0,0,0
2,112,114,101,115,101,114,118,97,98,105,108,105,116,105,101,115,0,0,0,0
2,103,97,118,111,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,108,97,109,112,117,107,97,115,0,0,0,0,0,0,0,0,0,0,0,0
2,104,97,110,100,111,117,116,115,0,0,0,0,0,0,0,0,0,0,0,0
2,98,111,114,97,116,101,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2,112,101,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,111,117,116,100,97,116,101,115,0,0,0,0,0,0,0,0,0,0,0,0
2,108,105,107,105,110,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,101,112,105,100,101,110,100,114,111,110,101,0,0,0,0,0,0,0,0,0
2,100,105,97,115,116,114,111,112,104,105,99,97,108,108,121,0,0,0,0,0
2,111,118,97,114,105,111,116,111,109,105,115,116,115,0,0,0,0,0,0,0
2,103,121,114,111,102,114,101,113,117,101,110,99,121,0,0,0,0,0,0,0
2,102,111,114,104,111,111,105,101,105,110,103,0,0,0,0,0,0,0,0,0
2,111,98,99,111,114,100,97,116,101,0,0,0,0,0,0,0,0,0,0,0
2,111,112,101,114,99,117,108,97,116,101,0,0,0,0,0,0,0,0,0,0
2,119,111,111,100,110,101,115,115,0,0,0,0,0,0,0,0,0,0,0,0
2,98,117,108,108,115,104,105,116,116,105,110,103,0,0,0,0,0,0,0,0
2,97,112,111,116,104,101,99,105,97,108,0,0,0,0,0,0,0,0,0,0
2,109,97,105,108,97,98,105,108,105,116,121,0,0,0,0,0,0,0,0,0
2,104,101,97,114,101,114,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2,99,111,110,116,97,100,105,110,97,115,0,0,0,0,0,0,0,0,0,0
2,112,97,110,102,114,105,101,100,0,0,0,0,0,0,0,0,0,0,0,0
2,98,101,103,103,97,114,104,111,111,100,115,0,0,0,0,0,0,0,0,0
2,114,105,102,108,101,114,121,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,111,109,105,110,101,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2,115,108,117,116,99,104,105,101,115,116,0,0,0,0,0,0,0,0,0,0
