Word,Language,Input,Expected Result,Result,Match
偝傑傛偭偨,Japanese,"(20573, 20625, 20635, 20589, 20584, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
exclamado,Spanish,"(101, 120, 99, 108, 97, 109, 97, 100, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
postboys,English,"(112, 111, 115, 116, 98, 111, 121, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
retractaste,Spanish,"(114, 101, 116, 114, 97, 99, 116, 97, 115, 116, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,3,False
僪儗僗,Japanese,"(20714, 20759, 20695, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
Nebenwaffe,German,"(78, 101, 98, 101, 110, 119, 97, 102, 102, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",4,4,True
feingeschnittenen,German,"(102, 101, 105, 110, 103, 101, 115, 99, 104, 110, 105, 116, 116, 101, 110, 101, 110, 0, 0, 0)",4,4,True
嫋戻偟偨,Japanese,"(23243, 25147, 20575, 20584, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
堦斣,Japanese,"(22566, 26019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
zapatearás,Spanish,"(122, 97, 112, 97, 116, 101, 97, 114, 225, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
chthonian,English,"(99, 104, 116, 104, 111, 110, 105, 97, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
covenanting,English,"(99, 111, 118, 101, 110, 97, 110, 116, 105, 110, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
Bauform,German,"(66, 97, 117, 102, 111, 114, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",4,3,False
偢傜傝偲,Japanese,"(20578, 20636, 20637, 20594, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
sublicenciáis,Spanish,"(115, 117, 98, 108, 105, 99, 101, 110, 99, 105, 225, 105, 115, 0, 0, 0, 0, 0, 0, 0)",1,1,True
indultará,Spanish,"(105, 110, 100, 117, 108, 116, 97, 114, 225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
refundid,Spanish,"(114, 101, 102, 117, 110, 100, 105, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,2,False
偐嵶偄,Japanese,"(20560, 23926, 20548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
entgegenwerfend,German,"(101, 110, 116, 103, 101, 103, 101, 110, 119, 101, 114, 102, 101, 110, 100, 0, 0, 0, 0, 0)",4,4,True
Gastspieltermine,German,"(71, 97, 115, 116, 115, 112, 105, 101, 108, 116, 101, 114, 109, 105, 110, 101, 0, 0, 0, 0)",4,4,True
illegibility,English,"(105, 108, 108, 101, 103, 105, 98, 105, 108, 105, 116, 121, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
hubcaps,English,"(104, 117, 98, 99, 97, 112, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
偟偽偟偽,Japanese,"(20575, 20605, 20575, 20605, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
insultabais,Spanish,"(105, 110, 115, 117, 108, 116, 97, 98, 97, 105, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
aciagas,Spanish,"(97, 99, 105, 97, 103, 97, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,2,False
organillos,Spanish,"(111, 114, 103, 97, 110, 105, 108, 108, 111, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,2,False
viperine,English,"(118, 105, 112, 101, 114, 105, 110, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
enhilen,Spanish,"(101, 110, 104, 105, 108, 101, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,4,False
Überzählens,German,"(220, 98, 101, 114, 122, 228, 104, 108, 101, 110, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0)",4,4,True
témoignez,French,"(116, 233, 109, 111, 105, 103, 110, 101, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
Freizeitortes,German,"(70, 114, 101, 105, 122, 101, 105, 116, 111, 114, 116, 101, 115, 0, 0, 0, 0, 0, 0, 0)",4,4,True
lindemos,Spanish,"(108, 105, 110, 100, 101, 109, 111, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,2,False
慡偰,Japanese,"(24929, 20592, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
endeudes,Spanish,"(101, 110, 100, 101, 117, 100, 101, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,2,False
昿斏偵,Japanese,"(26175, 25999, 20597, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
帒椏,Japanese,"(24082, 26895, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,2,False
antecedáis,Spanish,"(97, 110, 116, 101, 99, 101, 100, 225, 105, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
vorwärtsrast,German,"(118, 111, 114, 119, 228, 114, 116, 115, 114, 97, 115, 116, 0, 0, 0, 0, 0, 0, 0, 0)",4,4,True
plattenorientierte,German,"(112, 108, 97, 116, 116, 101, 110, 111, 114, 105, 101, 110, 116, 105, 101, 114, 116, 101, 0, 0)",4,4,True
usinaient,French,"(117, 115, 105, 110, 97, 105, 101, 110, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,2,False
desecaríamos,Spanish,"(100, 101, 115, 101, 99, 97, 114, 237, 97, 109, 111, 115, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
Schimmelpilzbefall,German,"(83, 99, 104, 105, 109, 109, 101, 108, 112, 105, 108, 122, 98, 101, 102, 97, 108, 108, 0, 0)",4,4,True
renforcent,French,"(114, 101, 110, 102, 111, 114, 99, 101, 110, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,2,False
detestaré,Spanish,"(100, 101, 116, 101, 115, 116, 97, 114, 233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
desbarrábamos,Spanish,"(100, 101, 115, 98, 97, 114, 114, 225, 98, 97, 109, 111, 115, 0, 0, 0, 0, 0, 0, 0)",1,1,True
terminführender,German,"(116, 101, 114, 109, 105, 110, 102, 252, 104, 114, 101, 110, 100, 101, 114, 0, 0, 0, 0, 0)",4,4,True
diapirisms,English,"(100, 105, 97, 112, 105, 114, 105, 115, 109, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
mijoteront,French,"(109, 105, 106, 111, 116, 101, 114, 111, 110, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,2,False
傕偪傠傫,Japanese,"(20629, 20586, 20640, 20651, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
phenacetin,English,"(112, 104, 101, 110, 97, 99, 101, 116, 105, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
sinuitis,English,"(115, 105, 110, 117, 105, 116, 105, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
crachoterai,French,"(99, 114, 97, 99, 104, 111, 116, 101, 114, 97, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,1,False
historicalnesses,English,"(104, 105, 115, 116, 111, 114, 105, 99, 97, 108, 110, 101, 115, 115, 101, 115, 0, 0, 0, 0)",2,2,True
adelgacéis,Spanish,"(97, 100, 101, 108, 103, 97, 99, 233, 105, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
chamoisait,French,"(99, 104, 97, 109, 111, 105, 115, 97, 105, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
encaustiquâmes,French,"(101, 110, 99, 97, 117, 115, 116, 105, 113, 117, 226, 109, 101, 115, 0, 0, 0, 0, 0, 0)",3,1,False
Höllentempos,German,"(72, 246, 108, 108, 101, 110, 116, 101, 109, 112, 111, 115, 0, 0, 0, 0, 0, 0, 0, 0)",4,4,True
descalzarais,Spanish,"(100, 101, 115, 99, 97, 108, 122, 97, 114, 97, 105, 115, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
gravitent,French,"(103, 114, 97, 118, 105, 116, 101, 110, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
Comicsammlern,German,"(67, 111, 109, 105, 99, 115, 97, 109, 109, 108, 101, 114, 110, 0, 0, 0, 0, 0, 0, 0)",4,4,True
Verwirrens,German,"(86, 101, 114, 119, 105, 114, 114, 101, 110, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",4,4,True
exonym,English,"(101, 120, 111, 110, 121, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
偵偭偙傝,Japanese,"(20597, 20589, 20569, 20637, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
偡偝傑偠偔戝偒偄,Japanese,"(20577, 20573, 20625, 20576, 20564, 25117, 20562, 20548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
subterranean,English,"(115, 117, 98, 116, 101, 114, 114, 97, 110, 101, 97, 110, 0, 0, 0, 0, 0, 0, 0, 0)",2,3,False
mentis,French,"(109, 101, 110, 116, 105, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,2,False
傛偔,Japanese,"(20635, 20564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
斶偟偄,Japanese,"(26038, 20575, 20548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
steel,English,"(115, 116, 101, 101, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
Entartungsfaktoren,German,"(69, 110, 116, 97, 114, 116, 117, 110, 103, 115, 102, 97, 107, 116, 111, 114, 101, 110, 0, 0)",4,4,True
intronisera,French,"(105, 110, 116, 114, 111, 110, 105, 115, 101, 114, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,1,False
comprabas,Spanish,"(99, 111, 109, 112, 114, 97, 98, 97, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
versificators,English,"(118, 101, 114, 115, 105, 102, 105, 99, 97, 116, 111, 114, 115, 0, 0, 0, 0, 0, 0, 0)",2,1,False
inextended,English,"(105, 110, 101, 120, 116, 101, 110, 100, 101, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
restreguéis,Spanish,"(114, 101, 115, 116, 114, 101, 103, 117, 233, 105, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,3,False
pädophilen,German,"(112, 228, 100, 111, 112, 104, 105, 108, 101, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",4,4,True
résignerait,French,"(114, 233, 115, 105, 103, 110, 101, 114, 97, 105, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
摦偐偡,Japanese,"(25702, 20560, 20577, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
pissing,English,"(112, 105, 115, 115, 105, 110, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
produjiste,Spanish,"(112, 114, 111, 100, 117, 106, 105, 115, 116, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,3,False
añadan,Spanish,"(97, 241, 97, 100, 97, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
vitrificaremos,Spanish,"(118, 105, 116, 114, 105, 102, 105, 99, 97, 114, 101, 109, 111, 115, 0, 0, 0, 0, 0, 0)",1,1,True
Beitragsübertrages,German,"(66, 101, 105, 116, 114, 97, 103, 115, 252, 98, 101, 114, 116, 114, 97, 103, 101, 115, 0, 0)",4,4,True
plasmolytic,English,"(112, 108, 97, 115, 109, 111, 108, 121, 116, 105, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
恎忋,Japanese,"(24654, 24523, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
explicaran,Spanish,"(101, 120, 112, 108, 105, 99, 97, 114, 97, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
grundgereinigtes,German,"(103, 114, 117, 110, 100, 103, 101, 114, 101, 105, 110, 105, 103, 116, 101, 115, 0, 0, 0, 0)",4,2,False
photodisintegrations,English,"(112, 104, 111, 116, 111, 100, 105, 115, 105, 110, 116, 101, 103, 114, 97, 116, 105, 111, 110, 115)",2,2,True
granularas,Spanish,"(103, 114, 97, 110, 117, 108, 97, 114, 97, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,3,False
暘偗傞,Japanese,"(26264, 20567, 20638, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
Privatlehranstalten,German,"(80, 114, 105, 118, 97, 116, 108, 101, 104, 114, 97, 110, 115, 116, 97, 108, 116, 101, 110, 0)",4,4,True
couiniez,French,"(99, 111, 117, 105, 110, 105, 101, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,2,False
salvoes,English,"(115, 97, 108, 118, 111, 101, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
婥帩偪埆偄,Japanese,"(23141, 24105, 20586, 22470, 20548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
créanciers,French,"(99, 114, 233, 97, 110, 99, 105, 101, 114, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
Sicherungsrahmen,German,"(83, 105, 99, 104, 101, 114, 117, 110, 103, 115, 114, 97, 104, 109, 101, 110, 0, 0, 0, 0)",4,4,True
gymnosoph,English,"(103, 121, 109, 110, 111, 115, 111, 112, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
exceptassiez,French,"(101, 120, 99, 101, 112, 116, 97, 115, 115, 105, 101, 122, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
enjolivasses,French,"(101, 110, 106, 111, 108, 105, 118, 97, 115, 115, 101, 115, 0, 0, 0, 0, 0, 0, 0, 0)",3,1,False
rebâtissions,French,"(114, 101, 98, 226, 116, 105, 115, 115, 105, 111, 110, 115, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
Vertrauensinstanzen,German,"(86, 101, 114, 116, 114, 97, 117, 101, 110, 115, 105, 110, 115, 116, 97, 110, 122, 101, 110, 0)",4,4,True
tensasteis,Spanish,"(116, 101, 110, 115, 97, 115, 116, 101, 105, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,3,False
bisseront,French,"(98, 105, 115, 115, 101, 114, 111, 110, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
ut,English,"(117, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
Parkkollers,German,"(80, 97, 114, 107, 107, 111, 108, 108, 101, 114, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0)",4,4,True
facultaré,Spanish,"(102, 97, 99, 117, 108, 116, 97, 114, 233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
embrumerions,French,"(101, 109, 98, 114, 117, 109, 101, 114, 105, 111, 110, 115, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
Geschäftsbedingungen,German,"(71, 101, 115, 99, 104, 228, 102, 116, 115, 98, 101, 100, 105, 110, 103, 117, 110, 103, 101, 110)",4,4,True
alligator,English,"(97, 108, 108, 105, 103, 97, 116, 111, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
temporalement,French,"(116, 101, 109, 112, 111, 114, 97, 108, 101, 109, 101, 110, 116, 0, 0, 0, 0, 0, 0, 0)",3,4,False
Umweltkomitee,German,"(85, 109, 119, 101, 108, 116, 107, 111, 109, 105, 116, 101, 101, 0, 0, 0, 0, 0, 0, 0)",4,4,True
Norvégien,French,"(78, 111, 114, 118, 233, 103, 105, 101, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
independicéis,Spanish,"(105, 110, 100, 101, 112, 101, 110, 100, 105, 99, 233, 105, 115, 0, 0, 0, 0, 0, 0, 0)",1,1,True
Oberneuschönbergs,German,"(79, 98, 101, 114, 110, 101, 117, 115, 99, 104, 246, 110, 98, 101, 114, 103, 115, 0, 0, 0)",4,4,True
punctualists,English,"(112, 117, 110, 99, 116, 117, 97, 108, 105, 115, 116, 115, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
ignoraríais,Spanish,"(105, 103, 110, 111, 114, 97, 114, 237, 97, 105, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
cavilará,Spanish,"(99, 97, 118, 105, 108, 97, 114, 225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
aleccionad,Spanish,"(97, 108, 101, 99, 99, 105, 111, 110, 97, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
endoselado,Spanish,"(101, 110, 100, 111, 115, 101, 108, 97, 100, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
derision,English,"(100, 101, 114, 105, 115, 105, 111, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,1,False
engourdisse,French,"(101, 110, 103, 111, 117, 114, 100, 105, 115, 115, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,2,False
廏偱傞,Japanese,"(24271, 20593, 20638, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
señalizarías,Spanish,"(115, 101, 241, 97, 108, 105, 122, 97, 114, 237, 97, 115, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
Niederwaldnutzung,German,"(78, 105, 101, 100, 101, 114, 119, 97, 108, 100, 110, 117, 116, 122, 117, 110, 103, 0, 0, 0)",4,4,True
climaxed,English,"(99, 108, 105, 109, 97, 120, 101, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
jodler,French,"(106, 111, 100, 108, 101, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,2,False
偄偭偣偄偵,Japanese,"(20548, 20589, 20579, 20548, 20597, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
mutiez,French,"(109, 117, 116, 105, 101, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
Bücherzahl,German,"(66, 252, 99, 104, 101, 114, 122, 97, 104, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",4,4,True
dessalerez,French,"(100, 101, 115, 115, 97, 108, 101, 114, 101, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,1,False
resurjo,Spanish,"(114, 101, 115, 117, 114, 106, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
demobilizing,English,"(100, 101, 109, 111, 98, 105, 108, 105, 122, 105, 110, 103, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
maximalisions,French,"(109, 97, 120, 105, 109, 97, 108, 105, 115, 105, 111, 110, 115, 0, 0, 0, 0, 0, 0, 0)",3,2,False
儕儉僕儞,Japanese,"(20757, 20745, 20693, 20766, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,2,False
roupillasse,French,"(114, 111, 117, 112, 105, 108, 108, 97, 115, 115, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
Textcollage,German,"(84, 101, 120, 116, 99, 111, 108, 108, 97, 103, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0)",4,4,True
discommoning,English,"(100, 105, 115, 99, 111, 109, 109, 111, 110, 105, 110, 103, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
巗柉,Japanese,"(24023, 26569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
subtile,French,"(115, 117, 98, 116, 105, 108, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,2,False
pédaleur,French,"(112, 233, 100, 97, 108, 101, 117, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
despeinan,Spanish,"(100, 101, 115, 112, 101, 105, 110, 97, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
壗暘,Japanese,"(22743, 26264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
barruntábamos,Spanish,"(98, 97, 114, 114, 117, 110, 116, 225, 98, 97, 109, 111, 115, 0, 0, 0, 0, 0, 0, 0)",1,1,True
傒偭偲傕側偐偨,Japanese,"(20626, 20589, 20594, 20629, 20596, 20560, 20584, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
autorégulateur,French,"(97, 117, 116, 111, 114, 233, 103, 117, 108, 97, 116, 101, 117, 114, 0, 0, 0, 0, 0, 0)",3,3,True
perversions,French,"(112, 101, 114, 118, 101, 114, 115, 105, 111, 110, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
bergantín,Spanish,"(98, 101, 114, 103, 97, 110, 116, 237, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
octan,English,"(111, 99, 116, 97, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
alcachofas,Spanish,"(97, 108, 99, 97, 99, 104, 111, 102, 97, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1,3,False
dépolariser,French,"(100, 233, 112, 111, 108, 97, 114, 105, 115, 101, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,3,True
怓憡,Japanese,"(24595, 24993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
kirtled,English,"(107, 105, 114, 116, 108, 101, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
avecinábamos,Spanish,"(97, 118, 101, 99, 105, 110, 225, 98, 97, 109, 111, 115, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
schulmeisterlichem,German,"(115, 99, 104, 117, 108, 109, 101, 105, 115, 116, 101, 114, 108, 105, 99, 104, 101, 109, 0, 0)",4,4,True
揧偊傞,Japanese,"(25575, 20554, 20638, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
countercharms,English,"(99, 111, 117, 110, 116, 101, 114, 99, 104, 97, 114, 109, 115, 0, 0, 0, 0, 0, 0, 0)",2,2,True
descoloraría,Spanish,"(100, 101, 115, 99, 111, 108, 111, 114, 97, 114, 237, 97, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
chequers,English,"(99, 104, 101, 113, 117, 101, 114, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,3,False
disenthralment,English,"(100, 105, 115, 101, 110, 116, 104, 114, 97, 108, 109, 101, 110, 116, 0, 0, 0, 0, 0, 0)",2,2,True
laminais,French,"(108, 97, 109, 105, 110, 97, 105, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3,2,False
帩偭偨,Japanese,"(24105, 20589, 20584, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
帵偝傟傞,Japanese,"(24117, 20573, 20639, 20638, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
帩偭偨,Japanese,"(24105, 20589, 20584, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
Raumfahrerrasse,German,"(82, 97, 117, 109, 102, 97, 104, 114, 101, 114, 114, 97, 115, 115, 101, 0, 0, 0, 0, 0)",4,4,True
堦抜偲,Japanese,"(22566, 25244, 20594, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
Jugendsekretärs,German,"(74, 117, 103, 101, 110, 100, 115, 101, 107, 114, 101, 116, 228, 114, 115, 0, 0, 0, 0, 0)",4,4,True
energizarías,Spanish,"(101, 110, 101, 114, 103, 105, 122, 97, 114, 237, 97, 115, 0, 0, 0, 0, 0, 0, 0, 0)",1,1,True
retranchement,French,"(114, 101, 116, 114, 97, 110, 99, 104, 101, 109, 101, 110, 116, 0, 0, 0, 0, 0, 0, 0)",3,4,False
aftmost,English,"(97, 102, 116, 109, 111, 115, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,3,False
Aktivitätsverlustes,German,"(65, 107, 116, 105, 118, 105, 116, 228, 116, 115, 118, 101, 114, 108, 117, 115, 116, 101, 115, 0)",4,4,True
Besitzstände,German,"(66, 101, 115, 105, 116, 122, 115, 116, 228, 110, 100, 101, 0, 0, 0, 0, 0, 0, 0, 0)",4,4,True
bilgewaters,English,"(98, 105, 108, 103, 101, 119, 97, 116, 101, 114, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
Mengenführer,German,"(77, 101, 110, 103, 101, 110, 102, 252, 104, 114, 101, 114, 0, 0, 0, 0, 0, 0, 0, 0)",4,4,True
晅偄偨,Japanese,"(26181, 20548, 20584, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
偄偭偣偄偵,Japanese,"(20548, 20589, 20579, 20548, 20597, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",5,5,True
aufknöpfende,German,"(97, 117, 102, 107, 110, 246, 112, 102, 101, 110, 100, 101, 0, 0, 0, 0, 0, 0, 0, 0)",4,4,True
Muskelanrisse,German,"(77, 117, 115, 107, 101, 108, 97, 110, 114, 105, 115, 115, 101, 0, 0, 0, 0, 0, 0, 0)",4,4,True
bretticed,English,"(98, 114, 101, 116, 116, 105, 99, 101, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2,2,True
