Word,Language,Len,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
veten,1,5,118,101,116,101,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bulliremos,1,10,98,117,108,108,105,114,101,109,111,115,0,0,0,0,0,0,0,0,0,0
mineralizarán,1,13,109,105,110,101,114,97,108,105,122,97,114,225,110,0,0,0,0,0,0,0
pleiteáis,1,9,112,108,101,105,116,101,225,105,115,0,0,0,0,0,0,0,0,0,0,0
preestableced,1,13,112,114,101,101,115,116,97,98,108,101,99,101,100,0,0,0,0,0,0,0
afluimos,1,8,97,102,108,117,105,109,111,115,0,0,0,0,0,0,0,0,0,0,0,0
sobrecogan,1,10,115,111,98,114,101,99,111,103,97,110,0,0,0,0,0,0,0,0,0,0
adverarían,1,10,97,100,118,101,114,97,114,237,97,110,0,0,0,0,0,0,0,0,0,0
hojearíais,1,10,104,111,106,101,97,114,237,97,105,115,0,0,0,0,0,0,0,0,0,0
estacabas,1,9,101,115,116,97,99,97,98,97,115,0,0,0,0,0,0,0,0,0,0,0
costeaba,1,8,99,111,115,116,101,97,98,97,0,0,0,0,0,0,0,0,0,0,0,0
flagelara,1,9,102,108,97,103,101,108,97,114,97,0,0,0,0,0,0,0,0,0,0,0
codera,1,6,99,111,100,101,114,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manche,1,6,109,97,110,99,104,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
embelesaríais,1,13,101,109,98,101,108,101,115,97,114,237,97,105,115,0,0,0,0,0,0,0
aparentaría,1,11,97,112,97,114,101,110,116,97,114,237,97,0,0,0,0,0,0,0,0,0
harapiento,1,10,104,97,114,97,112,105,101,110,116,111,0,0,0,0,0,0,0,0,0,0
salvaguardemos,1,14,115,97,108,118,97,103,117,97,114,100,101,109,111,115,0,0,0,0,0,0
cisnes,1,6,99,105,115,110,101,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
retorceré,1,9,114,101,116,111,114,99,101,114,233,0,0,0,0,0,0,0,0,0,0,0
psicodélicos,1,12,112,115,105,99,111,100,233,108,105,99,111,115,0,0,0,0,0,0,0,0
pintorrearás,1,12,112,105,110,116,111,114,114,101,97,114,225,115,0,0,0,0,0,0,0,0
revitalizabas,1,13,114,101,118,105,116,97,108,105,122,97,98,97,115,0,0,0,0,0,0,0
pensionaríamos,1,14,112,101,110,115,105,111,110,97,114,237,97,109,111,115,0,0,0,0,0,0
debilitaría,1,11,100,101,98,105,108,105,116,97,114,237,97,0,0,0,0,0,0,0,0,0
solimos,1,7,115,111,108,105,109,111,115,0,0,0,0,0,0,0,0,0,0,0,0,0
embanderar,1,10,101,109,98,97,110,100,101,114,97,114,0,0,0,0,0,0,0,0,0,0
matriculaban,1,12,109,97,116,114,105,99,117,108,97,98,97,110,0,0,0,0,0,0,0,0
capitularemos,1,13,99,97,112,105,116,117,108,97,114,101,109,111,115,0,0,0,0,0,0,0
neurona,1,7,110,101,117,114,111,110,97,0,0,0,0,0,0,0,0,0,0,0,0,0
colectivizaciones,1,17,99,111,108,101,99,116,105,118,105,122,97,99,105,111,110,101,115,0,0,0
limitaron,1,9,108,105,109,105,116,97,114,111,110,0,0,0,0,0,0,0,0,0,0,0
vocalizas,1,9,118,111,99,97,108,105,122,97,115,0,0,0,0,0,0,0,0,0,0,0
incomunicar,1,11,105,110,99,111,109,117,110,105,99,97,114,0,0,0,0,0,0,0,0,0
relajará,1,8,114,101,108,97,106,97,114,225,0,0,0,0,0,0,0,0,0,0,0,0
inferiré,1,8,105,110,102,101,114,105,114,233,0,0,0,0,0,0,0,0,0,0,0,0
penséis,1,7,112,101,110,115,233,105,115,0,0,0,0,0,0,0,0,0,0,0,0,0
mercantilicen,1,13,109,101,114,99,97,110,116,105,108,105,99,101,110,0,0,0,0,0,0,0
indemnizaba,1,11,105,110,100,101,109,110,105,122,97,98,97,0,0,0,0,0,0,0,0,0
liquidarás,1,10,108,105,113,117,105,100,97,114,225,115,0,0,0,0,0,0,0,0,0,0
nimiamente,1,10,110,105,109,105,97,109,101,110,116,101,0,0,0,0,0,0,0,0,0,0
retributivamente,1,16,114,101,116,114,105,98,117,116,105,118,97,109,101,110,116,101,0,0,0,0
prefigurarías,1,13,112,114,101,102,105,103,117,114,97,114,237,97,115,0,0,0,0,0,0,0
enterarían,1,10,101,110,116,101,114,97,114,237,97,110,0,0,0,0,0,0,0,0,0,0
olfatearan,1,10,111,108,102,97,116,101,97,114,97,110,0,0,0,0,0,0,0,0,0,0
ventilen,1,8,118,101,110,116,105,108,101,110,0,0,0,0,0,0,0,0,0,0,0,0
convendríais,1,12,99,111,110,118,101,110,100,114,237,97,105,115,0,0,0,0,0,0,0,0
exila,1,5,101,120,105,108,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ensañáis,1,8,101,110,115,97,241,225,105,115,0,0,0,0,0,0,0,0,0,0,0,0
abdicad,1,7,97,98,100,105,99,97,100,0,0,0,0,0,0,0,0,0,0,0,0,0
desfallecéis,1,12,100,101,115,102,97,108,108,101,99,233,105,115,0,0,0,0,0,0,0,0
altavoz,1,7,97,108,116,97,118,111,122,0,0,0,0,0,0,0,0,0,0,0,0,0
concreciones,1,12,99,111,110,99,114,101,99,105,111,110,101,115,0,0,0,0,0,0,0,0
especificabais,1,14,101,115,112,101,99,105,102,105,99,97,98,97,105,115,0,0,0,0,0,0
toparían,1,8,116,111,112,97,114,237,97,110,0,0,0,0,0,0,0,0,0,0,0,0
inauguraciones,1,14,105,110,97,117,103,117,114,97,99,105,111,110,101,115,0,0,0,0,0,0
abismaríais,1,11,97,98,105,115,109,97,114,237,97,105,115,0,0,0,0,0,0,0,0,0
aguijonearán,1,12,97,103,117,105,106,111,110,101,97,114,225,110,0,0,0,0,0,0,0,0
borbotamos,1,10,98,111,114,98,111,116,97,109,111,115,0,0,0,0,0,0,0,0,0,0
entapizáramos,1,13,101,110,116,97,112,105,122,225,114,97,109,111,115,0,0,0,0,0,0,0
amoldarían,1,10,97,109,111,108,100,97,114,237,97,110,0,0,0,0,0,0,0,0,0,0
reiniciarías,1,12,114,101,105,110,105,99,105,97,114,237,97,115,0,0,0,0,0,0,0,0
asistentas,1,10,97,115,105,115,116,101,110,116,97,115,0,0,0,0,0,0,0,0,0,0
deshilvané,1,10,100,101,115,104,105,108,118,97,110,233,0,0,0,0,0,0,0,0,0,0
esquiladora,1,11,101,115,113,117,105,108,97,100,111,114,97,0,0,0,0,0,0,0,0,0
delinearía,1,10,100,101,108,105,110,101,97,114,237,97,0,0,0,0,0,0,0,0,0,0
rimbombante,1,11,114,105,109,98,111,109,98,97,110,116,101,0,0,0,0,0,0,0,0,0
debilitéis,1,10,100,101,98,105,108,105,116,233,105,115,0,0,0,0,0,0,0,0,0,0
mecanizad,1,9,109,101,99,97,110,105,122,97,100,0,0,0,0,0,0,0,0,0,0,0
emergentemente,1,14,101,109,101,114,103,101,110,116,101,109,101,110,116,101,0,0,0,0,0,0
reabsorberías,1,13,114,101,97,98,115,111,114,98,101,114,237,97,115,0,0,0,0,0,0,0
renovaría,1,9,114,101,110,111,118,97,114,237,97,0,0,0,0,0,0,0,0,0,0,0
contrastara,1,11,99,111,110,116,114,97,115,116,97,114,97,0,0,0,0,0,0,0,0,0
mezclen,1,7,109,101,122,99,108,101,110,0,0,0,0,0,0,0,0,0,0,0,0,0
pavonearemos,1,12,112,97,118,111,110,101,97,114,101,109,111,115,0,0,0,0,0,0,0,0
co-patrocinéis,1,14,99,111,45,112,97,116,114,111,99,105,110,233,105,115,0,0,0,0,0,0
delatarais,1,10,100,101,108,97,116,97,114,97,105,115,0,0,0,0,0,0,0,0,0,0
encenagúese,1,11,101,110,99,101,110,97,103,250,101,115,101,0,0,0,0,0,0,0,0,0
reísteis,1,8,114,101,237,115,116,101,105,115,0,0,0,0,0,0,0,0,0,0,0,0
enjaulaban,1,10,101,110,106,97,117,108,97,98,97,110,0,0,0,0,0,0,0,0,0,0
atildaré,1,8,97,116,105,108,100,97,114,233,0,0,0,0,0,0,0,0,0,0,0,0
traslapas,1,9,116,114,97,115,108,97,112,97,115,0,0,0,0,0,0,0,0,0,0,0
bandeabais,1,10,98,97,110,100,101,97,98,97,105,115,0,0,0,0,0,0,0,0,0,0
tremolad,1,8,116,114,101,109,111,108,97,100,0,0,0,0,0,0,0,0,0,0,0,0
vagabundearemos,1,15,118,97,103,97,98,117,110,100,101,97,114,101,109,111,115,0,0,0,0,0
atisben,1,7,97,116,105,115,98,101,110,0,0,0,0,0,0,0,0,0,0,0,0,0
encuadraré,1,10,101,110,99,117,97,100,114,97,114,233,0,0,0,0,0,0,0,0,0,0
apaleábamos,1,11,97,112,97,108,101,225,98,97,109,111,115,0,0,0,0,0,0,0,0,0
anunciaríamos,1,13,97,110,117,110,99,105,97,114,237,97,109,111,115,0,0,0,0,0,0,0
esparció,1,8,101,115,112,97,114,99,105,243,0,0,0,0,0,0,0,0,0,0,0,0
pernoctarás,1,11,112,101,114,110,111,99,116,97,114,225,115,0,0,0,0,0,0,0,0,0
conflictuáramos,1,15,99,111,110,102,108,105,99,116,117,225,114,97,109,111,115,0,0,0,0,0
restaurarían,1,12,114,101,115,116,97,117,114,97,114,237,97,110,0,0,0,0,0,0,0,0
comediste,1,9,99,111,109,101,100,105,115,116,101,0,0,0,0,0,0,0,0,0,0,0
arañará,1,7,97,114,97,241,97,114,225,0,0,0,0,0,0,0,0,0,0,0,0,0
indomables,1,10,105,110,100,111,109,97,98,108,101,115,0,0,0,0,0,0,0,0,0,0
ejercitáramos,1,13,101,106,101,114,99,105,116,225,114,97,109,111,115,0,0,0,0,0,0,0
depilaré,1,8,100,101,112,105,108,97,114,233,0,0,0,0,0,0,0,0,0,0,0,0
implantado,1,10,105,109,112,108,97,110,116,97,100,111,0,0,0,0,0,0,0,0,0,0
abochornarás,1,12,97,98,111,99,104,111,114,110,97,114,225,115,0,0,0,0,0,0,0,0
bordearías,1,10,98,111,114,100,101,97,114,237,97,115,0,0,0,0,0,0,0,0,0,0
crepitas,1,8,99,114,101,112,105,116,97,115,0,0,0,0,0,0,0,0,0,0,0,0
democratizaréis,1,15,100,101,109,111,99,114,97,116,105,122,97,114,233,105,115,0,0,0,0,0
vareará,1,7,118,97,114,101,97,114,225,0,0,0,0,0,0,0,0,0,0,0,0,0
agamíes,1,7,97,103,97,109,237,101,115,0,0,0,0,0,0,0,0,0,0,0,0,0
redescubran,1,11,114,101,100,101,115,99,117,98,114,97,110,0,0,0,0,0,0,0,0,0
calcificasteis,1,14,99,97,108,99,105,102,105,99,97,115,116,101,105,115,0,0,0,0,0,0
retransferiríamos,1,17,114,101,116,114,97,110,115,102,101,114,105,114,237,97,109,111,115,0,0,0
ejercieran,1,10,101,106,101,114,99,105,101,114,97,110,0,0,0,0,0,0,0,0,0,0
camarotes,1,9,99,97,109,97,114,111,116,101,115,0,0,0,0,0,0,0,0,0,0,0
quintero,1,8,113,117,105,110,116,101,114,111,0,0,0,0,0,0,0,0,0,0,0,0
empedrasteis,1,12,101,109,112,101,100,114,97,115,116,101,105,115,0,0,0,0,0,0,0,0
comprometías,1,12,99,111,109,112,114,111,109,101,116,237,97,115,0,0,0,0,0,0,0,0
infeste,1,7,105,110,102,101,115,116,101,0,0,0,0,0,0,0,0,0,0,0,0,0
desolábamos,1,11,100,101,115,111,108,225,98,97,109,111,115,0,0,0,0,0,0,0,0,0
mullirían,1,9,109,117,108,108,105,114,237,97,110,0,0,0,0,0,0,0,0,0,0,0
arenque,1,7,97,114,101,110,113,117,101,0,0,0,0,0,0,0,0,0,0,0,0,0
sobrecalentará,1,14,115,111,98,114,101,99,97,108,101,110,116,97,114,225,0,0,0,0,0,0
desembrollad,1,12,100,101,115,101,109,98,114,111,108,108,97,100,0,0,0,0,0,0,0,0
revaloras,1,9,114,101,118,97,108,111,114,97,115,0,0,0,0,0,0,0,0,0,0,0
maquinista,1,10,109,97,113,117,105,110,105,115,116,97,0,0,0,0,0,0,0,0,0,0
eructó,1,6,101,114,117,99,116,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
persistíamos,1,12,112,101,114,115,105,115,116,237,97,109,111,115,0,0,0,0,0,0,0,0
abretono,1,8,97,98,114,101,116,111,110,111,0,0,0,0,0,0,0,0,0,0,0,0
corrupciones,1,12,99,111,114,114,117,112,99,105,111,110,101,115,0,0,0,0,0,0,0,0
inteligentemente,1,16,105,110,116,101,108,105,103,101,110,116,101,109,101,110,116,101,0,0,0,0
agrietabas,1,10,97,103,114,105,101,116,97,98,97,115,0,0,0,0,0,0,0,0,0,0
azulejabais,1,11,97,122,117,108,101,106,97,98,97,105,115,0,0,0,0,0,0,0,0,0
mustiarían,1,10,109,117,115,116,105,97,114,237,97,110,0,0,0,0,0,0,0,0,0,0
desanudáis,1,10,100,101,115,97,110,117,100,225,105,115,0,0,0,0,0,0,0,0,0,0
acaramelen,1,10,97,99,97,114,97,109,101,108,101,110,0,0,0,0,0,0,0,0,0,0
preconcebiremos,1,15,112,114,101,99,111,110,99,101,98,105,114,101,109,111,115,0,0,0,0,0
tabalearé,1,9,116,97,98,97,108,101,97,114,233,0,0,0,0,0,0,0,0,0,0,0
gladis,1,6,103,108,97,100,105,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sopera,1,6,115,111,112,101,114,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dominaban,1,9,100,111,109,105,110,97,98,97,110,0,0,0,0,0,0,0,0,0,0,0
reencarcelad,1,12,114,101,101,110,99,97,114,99,101,108,97,100,0,0,0,0,0,0,0,0
radicábamos,1,11,114,97,100,105,99,225,98,97,109,111,115,0,0,0,0,0,0,0,0,0
asediaran,1,9,97,115,101,100,105,97,114,97,110,0,0,0,0,0,0,0,0,0,0,0
pasmabais,1,9,112,97,115,109,97,98,97,105,115,0,0,0,0,0,0,0,0,0,0,0
veteáis,1,7,118,101,116,101,225,105,115,0,0,0,0,0,0,0,0,0,0,0,0,0
circunvaléis,1,12,99,105,114,99,117,110,118,97,108,233,105,115,0,0,0,0,0,0,0,0
taquillera,1,10,116,97,113,117,105,108,108,101,114,97,0,0,0,0,0,0,0,0,0,0
prisión,1,7,112,114,105,115,105,243,110,0,0,0,0,0,0,0,0,0,0,0,0,0
desvariáis,1,10,100,101,115,118,97,114,105,225,105,115,0,0,0,0,0,0,0,0,0,0
mediaré,1,7,109,101,100,105,97,114,233,0,0,0,0,0,0,0,0,0,0,0,0,0
tiznaréis,1,9,116,105,122,110,97,114,233,105,115,0,0,0,0,0,0,0,0,0,0,0
delirad,1,7,100,101,108,105,114,97,100,0,0,0,0,0,0,0,0,0,0,0,0,0
angloparlantes,1,14,97,110,103,108,111,112,97,114,108,97,110,116,101,115,0,0,0,0,0,0
deseasteis,1,10,100,101,115,101,97,115,116,101,105,115,0,0,0,0,0,0,0,0,0,0
callejearan,1,11,99,97,108,108,101,106,101,97,114,97,110,0,0,0,0,0,0,0,0,0
fiscalizaréis,1,13,102,105,115,99,97,108,105,122,97,114,233,105,115,0,0,0,0,0,0,0
relamierais,1,11,114,101,108,97,109,105,101,114,97,105,115,0,0,0,0,0,0,0,0,0
ostentosa,1,9,111,115,116,101,110,116,111,115,97,0,0,0,0,0,0,0,0,0,0,0
inflexibilidades,1,16,105,110,102,108,101,120,105,98,105,108,105,100,97,100,101,115,0,0,0,0
ganduleamos,1,11,103,97,110,100,117,108,101,97,109,111,115,0,0,0,0,0,0,0,0,0
analógicas,1,10,97,110,97,108,243,103,105,99,97,115,0,0,0,0,0,0,0,0,0,0
edites,1,6,101,100,105,116,101,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rejuveneceremos,1,15,114,101,106,117,118,101,110,101,99,101,114,101,109,111,115,0,0,0,0,0
abucheabais,1,11,97,98,117,99,104,101,97,98,97,105,115,0,0,0,0,0,0,0,0,0
congregáis,1,10,99,111,110,103,114,101,103,225,105,115,0,0,0,0,0,0,0,0,0,0
instructivas,1,12,105,110,115,116,114,117,99,116,105,118,97,115,0,0,0,0,0,0,0,0
remesaba,1,8,114,101,109,101,115,97,98,97,0,0,0,0,0,0,0,0,0,0,0,0
sonrojaran,1,10,115,111,110,114,111,106,97,114,97,110,0,0,0,0,0,0,0,0,0,0
auséntate,1,9,97,117,115,233,110,116,97,116,101,0,0,0,0,0,0,0,0,0,0,0
arrinconaríamos,1,15,97,114,114,105,110,99,111,110,97,114,237,97,109,111,115,0,0,0,0,0
acondicionamos,1,14,97,99,111,110,100,105,99,105,111,110,97,109,111,115,0,0,0,0,0,0
criminalizan,1,12,99,114,105,109,105,110,97,108,105,122,97,110,0,0,0,0,0,0,0,0
forrajearías,1,12,102,111,114,114,97,106,101,97,114,237,97,115,0,0,0,0,0,0,0,0
bracearían,1,10,98,114,97,99,101,97,114,237,97,110,0,0,0,0,0,0,0,0,0,0
agrandara,1,9,97,103,114,97,110,100,97,114,97,0,0,0,0,0,0,0,0,0,0,0
biselará,1,8,98,105,115,101,108,97,114,225,0,0,0,0,0,0,0,0,0,0,0,0
lamentación,1,11,108,97,109,101,110,116,97,99,105,243,110,0,0,0,0,0,0,0,0,0
preponderancia,1,14,112,114,101,112,111,110,100,101,114,97,110,99,105,97,0,0,0,0,0,0
conejas,1,7,99,111,110,101,106,97,115,0,0,0,0,0,0,0,0,0,0,0,0,0
desharéis,1,9,100,101,115,104,97,114,233,105,115,0,0,0,0,0,0,0,0,0,0,0
arrojarías,1,10,97,114,114,111,106,97,114,237,97,115,0,0,0,0,0,0,0,0,0,0
encandilado,1,11,101,110,99,97,110,100,105,108,97,100,111,0,0,0,0,0,0,0,0,0
desmayen,1,8,100,101,115,109,97,121,101,110,0,0,0,0,0,0,0,0,0,0,0,0
contenciosas,1,12,99,111,110,116,101,110,99,105,111,115,97,115,0,0,0,0,0,0,0,0
destronaste,1,11,100,101,115,116,114,111,110,97,115,116,101,0,0,0,0,0,0,0,0,0
cantemos,1,8,99,97,110,116,101,109,111,115,0,0,0,0,0,0,0,0,0,0,0,0
alineemos,1,9,97,108,105,110,101,101,109,111,115,0,0,0,0,0,0,0,0,0,0,0
industrializáis,1,15,105,110,100,117,115,116,114,105,97,108,105,122,225,105,115,0,0,0,0,0
erré,1,4,101,114,114,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cepillaste,1,10,99,101,112,105,108,108,97,115,116,101,0,0,0,0,0,0,0,0,0,0
anisáramos,1,10,97,110,105,115,225,114,97,109,111,115,0,0,0,0,0,0,0,0,0,0
saludarías,1,10,115,97,108,117,100,97,114,237,97,115,0,0,0,0,0,0,0,0,0,0
reabrís,1,7,114,101,97,98,114,237,115,0,0,0,0,0,0,0,0,0,0,0,0,0
rezó,1,4,114,101,122,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fútilmente,1,10,102,250,116,105,108,109,101,110,116,101,0,0,0,0,0,0,0,0,0,0
reencarnabas,1,12,114,101,101,110,99,97,114,110,97,98,97,115,0,0,0,0,0,0,0,0
sobregirarais,1,13,115,111,98,114,101,103,105,114,97,114,97,105,115,0,0,0,0,0,0,0
legitimarais,1,12,108,101,103,105,116,105,109,97,114,97,105,115,0,0,0,0,0,0,0,0
pisaverde,1,9,112,105,115,97,118,101,114,100,101,0,0,0,0,0,0,0,0,0,0,0
declaración,1,11,100,101,99,108,97,114,97,99,105,243,110,0,0,0,0,0,0,0,0,0
desencajábamos,1,14,100,101,115,101,110,99,97,106,225,98,97,109,111,115,0,0,0,0,0,0
gaseaste,1,8,103,97,115,101,97,115,116,101,0,0,0,0,0,0,0,0,0,0,0,0
enzarzarán,1,10,101,110,122,97,114,122,97,114,225,110,0,0,0,0,0,0,0,0,0,0
recaíamos,1,9,114,101,99,97,237,97,109,111,115,0,0,0,0,0,0,0,0,0,0,0
lácteamente,1,11,108,225,99,116,101,97,109,101,110,116,101,0,0,0,0,0,0,0,0,0
contorneamos,1,12,99,111,110,116,111,114,110,101,97,109,111,115,0,0,0,0,0,0,0,0
depilaras,1,9,100,101,112,105,108,97,114,97,115,0,0,0,0,0,0,0,0,0,0,0
zaparas,1,7,122,97,112,97,114,97,115,0,0,0,0,0,0,0,0,0,0,0,0,0
atascaste,1,9,97,116,97,115,99,97,115,116,101,0,0,0,0,0,0,0,0,0,0,0
regurgitara,1,11,114,101,103,117,114,103,105,116,97,114,97,0,0,0,0,0,0,0,0,0
quede,1,5,113,117,101,100,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
remolcáis,1,9,114,101,109,111,108,99,225,105,115,0,0,0,0,0,0,0,0,0,0,0
sordos,1,6,115,111,114,100,111,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arrollarais,1,11,97,114,114,111,108,108,97,114,97,105,115,0,0,0,0,0,0,0,0,0
comedirá,1,8,99,111,109,101,100,105,114,225,0,0,0,0,0,0,0,0,0,0,0,0
desenrollaríamos,1,16,100,101,115,101,110,114,111,108,108,97,114,237,97,109,111,115,0,0,0,0
impermeabilicéis,1,16,105,109,112,101,114,109,101,97,98,105,108,105,99,233,105,115,0,0,0,0
almendral,1,9,97,108,109,101,110,100,114,97,108,0,0,0,0,0,0,0,0,0,0,0
destronan,1,9,100,101,115,116,114,111,110,97,110,0,0,0,0,0,0,0,0,0,0,0
adoses,1,6,97,100,111,115,101,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rumiad,1,6,114,117,109,105,97,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desalquilar,1,11,100,101,115,97,108,113,117,105,108,97,114,0,0,0,0,0,0,0,0,0
calcaría,1,8,99,97,108,99,97,114,237,97,0,0,0,0,0,0,0,0,0,0,0,0
recamasteis,1,11,114,101,99,97,109,97,115,116,101,105,115,0,0,0,0,0,0,0,0,0
yóguico,1,7,121,243,103,117,105,99,111,0,0,0,0,0,0,0,0,0,0,0,0,0
belde,1,5,98,101,108,100,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ocupando,1,8,111,99,117,112,97,110,100,111,0,0,0,0,0,0,0,0,0,0,0,0
emulsionábamos,1,14,101,109,117,108,115,105,111,110,225,98,97,109,111,115,0,0,0,0,0,0
fenezcamos,1,10,102,101,110,101,122,99,97,109,111,115,0,0,0,0,0,0,0,0,0,0
empeoraras,1,10,101,109,112,101,111,114,97,114,97,115,0,0,0,0,0,0,0,0,0,0
tonsuráramos,1,12,116,111,110,115,117,114,225,114,97,109,111,115,0,0,0,0,0,0,0,0
produje,1,7,112,114,111,100,117,106,101,0,0,0,0,0,0,0,0,0,0,0,0,0
garantizada,1,11,103,97,114,97,110,116,105,122,97,100,97,0,0,0,0,0,0,0,0,0
autofinanciaré,1,14,97,117,116,111,102,105,110,97,110,99,105,97,114,233,0,0,0,0,0,0
desdeñan,1,8,100,101,115,100,101,241,97,110,0,0,0,0,0,0,0,0,0,0,0,0
inadecuado,1,10,105,110,97,100,101,99,117,97,100,111,0,0,0,0,0,0,0,0,0,0
desapropiaba,1,12,100,101,115,97,112,114,111,112,105,97,98,97,0,0,0,0,0,0,0,0
embestir,1,8,101,109,98,101,115,116,105,114,0,0,0,0,0,0,0,0,0,0,0,0
decidirás,1,9,100,101,99,105,100,105,114,225,115,0,0,0,0,0,0,0,0,0,0,0
procrean,1,8,112,114,111,99,114,101,97,110,0,0,0,0,0,0,0,0,0,0,0,0
alojes,1,6,97,108,111,106,101,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
echarán,1,7,101,99,104,97,114,225,110,0,0,0,0,0,0,0,0,0,0,0,0,0
dormilón,1,8,100,111,114,109,105,108,243,110,0,0,0,0,0,0,0,0,0,0,0,0
barbullabais,1,12,98,97,114,98,117,108,108,97,98,97,105,115,0,0,0,0,0,0,0,0
prometeríais,1,12,112,114,111,109,101,116,101,114,237,97,105,115,0,0,0,0,0,0,0,0
musité,1,6,109,117,115,105,116,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
encallecerás,1,12,101,110,99,97,108,108,101,99,101,114,225,115,0,0,0,0,0,0,0,0
desanimarán,1,11,100,101,115,97,110,105,109,97,114,225,110,0,0,0,0,0,0,0,0,0
proveímos,1,9,112,114,111,118,101,237,109,111,115,0,0,0,0,0,0,0,0,0,0,0
sacabocado,1,10,115,97,99,97,98,111,99,97,100,111,0,0,0,0,0,0,0,0,0,0
exterminarais,1,13,101,120,116,101,114,109,105,110,97,114,97,105,115,0,0,0,0,0,0,0
televisaríais,1,13,116,101,108,101,118,105,115,97,114,237,97,105,115,0,0,0,0,0,0,0
mordiscaríamos,1,14,109,111,114,100,105,115,99,97,114,237,97,109,111,115,0,0,0,0,0,0
pernoctaran,1,11,112,101,114,110,111,99,116,97,114,97,110,0,0,0,0,0,0,0,0,0
remordieron,1,11,114,101,109,111,114,100,105,101,114,111,110,0,0,0,0,0,0,0,0,0
retardabas,1,10,114,101,116,97,114,100,97,98,97,115,0,0,0,0,0,0,0,0,0,0
figure,1,6,102,105,103,117,114,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
engolfabais,1,11,101,110,103,111,108,102,97,98,97,105,115,0,0,0,0,0,0,0,0,0
sobrepujéis,1,11,115,111,98,114,101,112,117,106,233,105,115,0,0,0,0,0,0,0,0,0
atontaba,1,8,97,116,111,110,116,97,98,97,0,0,0,0,0,0,0,0,0,0,0,0
empacharais,1,11,101,109,112,97,99,104,97,114,97,105,115,0,0,0,0,0,0,0,0,0
donabais,1,8,100,111,110,97,98,97,105,115,0,0,0,0,0,0,0,0,0,0,0,0
retumbé,1,7,114,101,116,117,109,98,233,0,0,0,0,0,0,0,0,0,0,0,0,0
trasquilaremos,1,14,116,114,97,115,113,117,105,108,97,114,101,109,111,115,0,0,0,0,0,0
petardees,1,9,112,101,116,97,114,100,101,101,115,0,0,0,0,0,0,0,0,0,0,0
frailescos,1,10,102,114,97,105,108,101,115,99,111,115,0,0,0,0,0,0,0,0,0,0
extrañabas,1,10,101,120,116,114,97,241,97,98,97,115,0,0,0,0,0,0,0,0,0,0
refinanció,1,10,114,101,102,105,110,97,110,99,105,243,0,0,0,0,0,0,0,0,0,0
reelegirá,1,9,114,101,101,108,101,103,105,114,225,0,0,0,0,0,0,0,0,0,0,0
guarnecíais,1,11,103,117,97,114,110,101,99,237,97,105,115,0,0,0,0,0,0,0,0,0
depredan,1,8,100,101,112,114,101,100,97,110,0,0,0,0,0,0,0,0,0,0,0,0
atentaremos,1,11,97,116,101,110,116,97,114,101,109,111,115,0,0,0,0,0,0,0,0,0
reelaboremos,1,12,114,101,101,108,97,98,111,114,101,109,111,115,0,0,0,0,0,0,0,0
embolsó,1,7,101,109,98,111,108,115,243,0,0,0,0,0,0,0,0,0,0,0,0,0
comercializarán,1,15,99,111,109,101,114,99,105,97,108,105,122,97,114,225,110,0,0,0,0,0
pesas,1,5,112,101,115,97,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contrasellé,1,11,99,111,110,116,114,97,115,101,108,108,233,0,0,0,0,0,0,0,0,0
decidid,1,7,100,101,99,105,100,105,100,0,0,0,0,0,0,0,0,0,0,0,0,0
índicas,1,7,237,110,100,105,99,97,115,0,0,0,0,0,0,0,0,0,0,0,0,0
clausuraríamos,1,14,99,108,97,117,115,117,114,97,114,237,97,109,111,115,0,0,0,0,0,0
malgastabas,1,11,109,97,108,103,97,115,116,97,98,97,115,0,0,0,0,0,0,0,0,0
bahamianas,1,10,98,97,104,97,109,105,97,110,97,115,0,0,0,0,0,0,0,0,0,0
gesticuléis,1,11,103,101,115,116,105,99,117,108,233,105,115,0,0,0,0,0,0,0,0,0
filosofará,1,10,102,105,108,111,115,111,102,97,114,225,0,0,0,0,0,0,0,0,0,0
